occ,utm_e,utm_n,pool,period,secchi,temp,depth,cond,current,do
1,641955,4842661,08,2,65,23.2,1,438,0.23,11.6
1,641155,4843012,08,2,90,22.3,2,231,0.19,6
1,641605,4843162,08,1,115,26.9,1.1,444,0,3.7
0,641555,4843212,08,2,NA,NA,0.2,NA,NA,NA
0,643305,4842612,08,3,NA,NA,0.2,NA,NA,NA
1,642605,4841662,08,3,95,22.3,1.2,340,0.18,8.6
1,642755,4842162,08,1,130,24,1.3,332,0,7.4
1,643105,4842062,08,1,129,19.1,1.3,455,0,5.5
0,643055,4842012,08,2,NA,NA,0.2,NA,NA,NA
1,643305,4841912,08,2,75,20.8,1.2,364,0,5
0,643005,4841762,08,1,NA,NA,0.2,NA,NA,NA
1,643255,4841912,08,3,75,15.7,1,399,0,8.6
0,643305,4842662,08,1,NA,NA,0.2,NA,NA,NA
1,642855,4841912,08,1,130,23,1.3,434,0,10
0,643355,4842561,08,2,NA,NA,0.2,NA,NA,NA
0,642955,4841862,08,2,NA,NA,0.2,NA,NA,NA
0,643405,4842462,08,1,NA,NA,0.2,NA,NA,NA
0,643305,4841962,08,1,120,25.2,1.2,253,0,10.6
0,643305,4842611,08,2,NA,NA,0.2,NA,NA,NA
1,642955,4841862,08,3,90,13.6,0.9,398,0,7.3
0,643105,4842312,08,3,NA,NA,0.2,NA,NA,NA
1,641005,4843562,08,2,85,26.5,2,339,0.52,6.5
1,642055,4843762,08,2,85,25,1.1,418,0.8,8.7
0,644505,4843362,08,2,NA,NA,0,NA,NA,NA
1,641755,4843712,08,3,70,13.8,0.7,432,0.03,8.2
0,641155,4843912,08,1,105,25.4,2,486,0.05,7.1
1,641455,4843812,08,1,65,24.2,1.4,434,0.51,8.2
0,641505,4843861,08,3,NA,NA,0.2,NA,NA,NA
1,641505,4843862,08,3,35,15,1.3,355,0,6.6
1,641355,4843912,08,3,155,12.6,1.5,357,0.23,9.5
0,641455,4844211,08,2,NA,NA,0.2,NA,NA,NA
1,641655,4844212,08,2,105,26.9,2,370,0,1.8
1,643705,4844262,08,3,110,19.2,1.3,384,0.02,4.6
1,643655,4843812,08,1,55,25.7,1.2,374,0.05,6.7
1,643855,4845011,08,3,75,22.2,1,421,0,6.3
1,643405,4844662,08,2,92,23.4,0.92,438,0.26,6.7
0,643405,4844712,08,3,NA,NA,0.2,NA,NA,NA
1,643455,4845062,08,2,65,24,1.3,376,0.04,6.6
1,642155,4844912,08,1,77,25.1,1,362,0.31,8.7
1,641255,4845061,08,1,80,25.6,1,390,0,5
1,641105,4845312,08,3,75,20.9,1,423,0.35,7.2
1,641105,4844912,08,1,87,23.6,1,520,0.16,9
1,643855,4845462,08,1,75,26.8,0.9,366,0.4,8.2
1,643055,4845312,08,1,59,21.5,0.7,369,0.01,10.9
1,643405,4845262,08,2,160,26.8,1.6,425,0.08,2.4
1,643405,4845262,08,2,82,27.4,1,466,0.1,9.3
1,642355,4845162,08,1,50,25,0.5,458,0.14,9.9
1,642305,4844812,08,3,95,19.8,0.9,389,0.16,7.9
1,642905,4845712,08,2,80,24.4,1,375,0.2,7.8
1,642005,4845412,08,3,70,14.3,0.85,497,0,8.7
1,642055,4845411,08,1,75,25.7,1.3,375,0.04,6
1,642155,4845712,08,2,50,25.3,1,357,0.12,12
1,641055,4845712,08,1,42,24.3,1,359,0.17,6.7
1,641305,4845512,08,1,70,26.4,1,411,0,7
1,641505,4845862,08,3,70,14.3,1,397,0.1,8.9
1,641305,4845612,08,2,70,25.6,1.2,465,0.06,6.2
0,639055,4842612,08,3,NA,NA,0.2,NA,NA,NA
1,639305,4842062,08,3,90,9.2,0.9,428,NA,11.4
1,639355,4841562,08,1,47,22.7,1,499,0.03,6.2
0,639405,4842062,08,3,NA,NA,0.2,NA,NA,NA
1,639305,4841912,08,3,65,12.4,1,378,0,10.6
1,639505,4841762,08,1,75,25.8,2.5,467,0.65,8.1
1,639055,4842662,08,2,95,17.7,1,393,0,9.2
1,639905,4843812,08,3,140,13.3,1.4,376,0,8.5
0,640105,4843862,08,1,NA,NA,0.2,NA,NA,NA
1,639855,4844162,08,1,120,26.4,1.2,282,0,9.8
1,639305,4842462,08,3,140,14.6,1.5,403,0,5.9
1,639355,4842062,08,3,100,16.3,1,387,0,10.6
1,639905,4843612,08,3,50,15,1.3,420,0,7.1
1,639955,4843412,08,2,80,23,1.5,380,0,4.8
1,639405,4842362,08,3,85,18.1,1,460,0,8.1
1,639005,4842512,08,3,60,15.4,0.6,456,0,5.5
0,639905,4843712,08,1,165,24.2,1.65,468,0,6.3
1,639805,4842812,08,2,110,19.7,1.1,384,0,6.2
1,639855,4843711,08,3,90,12.9,0.9,381,0,10
1,639655,4842462,08,2,90,24.2,0.9,349,0,13
0,639905,4843612,08,2,NA,NA,0.2,NA,NA,NA
1,642105,4844462,08,1,130,26.2,2,498,0.52,5.9
1,641955,4844862,08,1,61,22,1,504,0.22,7.7
1,643305,4846062,08,2,68,24.4,1.5,404,0.35,9.7
1,643755,4845462,08,2,80,26.1,0.8,368,0.05,4.2
0,643555,4845362,08,3,83,13,1,345,0.07,8
0,644005,4845112,08,1,130,25.9,1.3,423,0.1,6.1
1,642305,4846362,08,2,105,24.1,1.7,483,0.4,7.7
1,641505,4846112,08,2,75,26.4,1,364,0.17,11.3
0,641655,4846462,08,3,NA,NA,0.2,NA,NA,NA
0,641355,4846112,08,1,90,26.2,0.9,492,0,7.7
1,641555,4846362,08,1,90,27.1,1.2,432,0,6
1,641655,4846162,08,3,90,13.2,1,373,0,7.4
1,642855,4846361,08,1,70,28,1,444,0.05,7.4
0,642855,4846362,08,2,NA,NA,0.2,NA,NA,NA
1,641455,4846562,08,2,90,24.5,1,433,0.08,7
1,641955,4846662,08,3,90,23.2,0.9,419,0.24,9.8
1,641905,4846662,08,2,71,23.9,0.9,406,0.1,10
1,642955,4846562,08,1,87,22.9,0.9,325,0.03,7.6
0,643555,4846962,08,3,NA,NA,0.2,NA,NA,NA
0,643305,4847112,08,2,NA,NA,0.2,NA,NA,NA
0,641805,4847462,08,2,NA,NA,0.2,NA,NA,NA
1,642355,4847062,08,1,85,24.7,1.4,426,0,8.4
1,642255,4847162,08,3,115,15,1.6,385,0,7.8
1,642455,4847762,08,2,58,27.2,1,410,0.26,10.8
1,642805,4847762,08,1,83,25,1.2,414,0.08,6.7
0,642355,4848262,08,1,NA,NA,0.2,NA,NA,NA
0,642205,4848062,08,3,NA,NA,0.2,NA,NA,NA
1,642355,4847912,08,3,80,14.8,0.8,410,0,9
0,642355,4847861,08,3,NA,NA,0.2,NA,NA,NA
1,639455,4848962,08,2,80,25,1.5,369,0.11,5.6
1,640605,4847412,08,2,76,25.9,1.5,418,0,7.2
0,640605,4848162,08,3,NA,NA,0.2,NA,NA,NA
1,639605,4849312,08,3,40,17.3,1,377,0,16.9
1,639555,4849462,08,3,100,16,1,384,0.11,10.2
1,640605,4847962,08,2,160,25.8,1.6,356,0.05,3.4
1,639505,4848962,08,2,110,25.8,1.1,387,0,4.9
1,640855,4847962,08,2,75,22.5,0.9,386,0,2.8
1,639405,4848912,08,2,50,28.9,1,426,0,15.5
1,639455,4848912,08,1,80,26.2,1.4,319,0.09,7.2
1,639655,4849212,08,1,80,23.9,1.2,457,0.14,7.4
1,639655,4849062,08,1,65,20.8,1.8,362,0.18,7.1
1,640605,4847862,08,1,70,24.4,1.3,452,0.13,7.1
1,640855,4847912,08,3,75,14.3,1.2,449,0,6.2
1,640755,4847962,08,1,85,22.6,1,340,0,6.9
1,639605,4849162,08,1,90,26.5,1.5,542,0.16,7.7
1,640455,4849962,08,3,140,13.9,2,362,0,8.4
1,640455,4849912,08,1,105,25.9,2,460,0,7.6
1,639405,4849812,08,2,93,22.3,1,357,0,8.3
0,639105,4849511,08,1,80,25.9,1.2,410,0.06,6.1
1,639255,4849862,08,2,67,21.5,1.3,345,0,6.3
1,639305,4849812,08,2,65,25.3,1,338,0,15.6
1,639205,4849862,08,2,125,18.9,1.2,451,0,9.1
1,639205,4850112,08,1,85,23.1,1.1,421,0,5.6
1,639705,4852762,08,3,55,13,2,433,0,12.6
1,639705,4851962,08,1,110,26.6,2,521,0,7.1
1,639705,4853112,08,2,50,25.4,2,422,0,6.4
1,639705,4852362,08,1,87,30.4,3,549,0,9.7
1,639505,4852812,08,2,65,20.6,2,430,0,5.3
1,639705,4851712,08,2,160,24.1,1.6,349,0,6.6
0,638555,4854712,08,2,NA,NA,0.2,NA,NA,NA
1,639555,4854562,08,3,70,15.2,0.8,381,0,2.8
1,639205,4854962,08,3,80,13.5,1,447,0,8
1,638955,4856512,08,1,115,27.3,1.2,353,0.09,7.9
1,639005,4856512,08,2,125,26.9,1.4,339,0,6.7
0,638605,4856362,08,1,NA,NA,0.2,NA,NA,NA
0,638605,4856362,08,2,NA,NA,0.2,NA,NA,NA
1,638655,4856562,08,3,65,17.3,0.7,243,0.1,9.2
0,638605,4856412,08,1,NA,NA,0.2,NA,NA,NA
1,638505,4857012,08,1,65,23.8,1.3,227,0,7.3
1,636555,4857212,08,2,70,24.1,1.6,451,0,11.9
1,636455,4857212,08,2,75,23.2,1,455,0,9.9
1,636355,4857312,08,1,75,26.5,1.2,396,0,9.5
1,636405,4857262,08,2,100,24.3,1.2,362,0,8.3
1,637155,4857362,08,3,65,10.3,1.5,382,0,11.5
1,637155,4857412,08,1,85,25.9,2,422,0,9.9
1,637055,4857812,08,3,71,18.1,1.2,282,0,7.1
1,635905,4858112,08,2,150,24.8,1.5,371,0,6.8
1,638405,4857112,08,1,65,23.2,1.2,182,0.06,5.9
1,638005,4857612,08,2,100,23.4,1,167,0,5.8
0,638005,4857912,08,1,NA,NA,0.2,NA,NA,NA
1,637755,4857712,08,2,68,23,0.7,322,0,7.6
1,637905,4857662,08,2,92,23.6,1,399,0.12,9.7
1,637555,4857712,08,1,2,27.1,1.5,442,0,6.3
1,637905,4857312,08,3,60,6.6,0.6,363,0,10.1
1,637805,4857712,08,2,118,21.2,1.2,333,0.08,8.3
1,638305,4857062,08,3,80,20.6,0.8,346,0,6.5
1,638705,4858112,08,2,135,15.3,2,294,0,7.8
1,638755,4857912,08,3,125,13.4,2,274,0,7.6
1,638705,4858062,08,2,123,19.7,2,309,0,7.5
1,638955,4856962,08,3,120,20.8,1.2,345,0,5.6
1,638855,4857412,08,2,52,26.1,0.6,321,0,9.9
1,638905,4857512,08,3,84,17.1,1,354,0.03,11.6
1,638705,4857862,08,3,70,17.2,0.7,348,0,10.7
1,638905,4856762,08,2,100,18.5,1,348,0,6.2
1,638955,4857212,08,2,100,20.4,1,317,0,7.7
1,638755,4857862,08,1,110,26,1.1,313,0,7
1,638905,4856762,08,1,100,26.6,1.3,331,0,6.2
0,638605,4857112,08,2,NA,NA,0.2,NA,NA,NA
1,640605,4835862,08,2,60,23.5,1.3,348,0.05,11
0,641255,4835612,08,2,NA,NA,0.2,NA,NA,NA
0,641205,4835562,08,3,NA,NA,0.2,NA,NA,NA
1,640905,4835762,08,3,80,12,1.2,400,0.07,12.8
1,641005,4835762,08,3,82,21.4,1,468,0.13,9.6
0,641155,4834912,08,1,65,23.5,0.9,409,0.11,6.4
1,641155,4834662,08,1,40,22.9,1.55,453,0.15,5.8
1,641005,4835762,08,1,39,22.8,1.7,453,0.11,5.4
0,641105,4835062,08,2,NA,NA,0.2,NA,NA,NA
1,640805,4835762,08,2,65,24.1,1.2,504,0.35,9.6
1,640805,4835761,08,1,50,24,1.2,415,0.31,6.7
1,641105,4835712,08,1,65,26,0.8,463,0.16,10.5
0,640755,4835662,08,1,NA,NA,0.2,NA,NA,NA
0,641105,4835162,08,1,NA,NA,0.2,NA,NA,NA
1,641255,4835712,08,1,120,25.6,1.8,497,0.06,9.5
0,641205,4835562,08,3,NA,NA,0.2,NA,NA,NA
1,640805,4835762,08,3,73,15.1,0.9,446,0.05,11.1
0,641055,4835112,08,1,100,23.3,1,445,0,6.8
1,640755,4835761,08,1,50,22.8,1,386,0.03,9.1
1,640855,4835761,08,1,60,22.5,1,390,0.5,10.1
1,641055,4834961,08,2,100,24.4,1,398,0,12.9
0,641055,4835162,08,3,NA,NA,0.2,NA,NA,NA
1,640705,4835762,08,3,80,21.2,1,442,0.06,8.6
0,641155,4835512,08,3,70,13.7,0.7,494,0,11.4
0,641255,4835612,08,1,NA,NA,0.2,NA,NA,NA
0,641105,4835012,08,1,NA,NA,0.2,NA,NA,NA
1,640805,4835762,08,1,85,24.8,1,455,0.16,9.7
1,639355,4836762,08,2,52,24.3,0.8,417,0.1,10.9
1,642055,4827512,08,2,76,23.6,1.5,438,0.12,9.8
0,642105,4827462,08,2,76,23.6,1.5,438,0.12,9.8
1,642555,4826012,08,1,70,23.3,1,403,0.11,5.9
0,642055,4827512,08,1,60,23.1,1,411,0.19,5.5
1,642455,4827012,08,2,80,25.4,1.5,401,0.32,7
0,642505,4826712,08,2,80,25.4,1.5,401,0.32,7
1,642505,4826562,08,3,85,23.7,1.4,444,0.14,7.8
0,642505,4826362,08,1,87,29.3,1.4,356,0.17,6.6
0,642505,4826262,08,1,87,29.4,1.4,355,0.2,6.8
0,642205,4827312,08,1,93,24.2,1.2,434,0.2,7.5
0,642555,4826062,08,1,80,25.4,1,466,0.06,7.2
0,642405,4827062,08,2,87,27.2,2,413,0,8.1
1,642355,4827162,08,3,100,20,1,386,0,7.4
1,642055,4827511,08,3,105,19.2,1,429,0,10.3
0,642155,4827362,08,2,105,24,2,367,0.17,7
1,642505,4826212,08,2,105,25.7,1,311,0,7.3
1,642205,4827312,08,1,75,24.7,0.8,548,0,5.8
1,641905,4827662,08,2,65,21.4,2,408,0.35,8.4
1,643405,4829562,08,2,85,22.8,1.5,345,0.13,10.1
1,643355,4828562,08,2,145,26.8,2,357,0,8.6
1,643155,4827862,08,3,115,20.7,2,398,0.37,7
1,643155,4827862,08,2,135,20.6,1.8,369,0.12,8.7
0,643355,4828462,08,2,200,24.5,2,340,0,7.7
1,643455,4829112,08,2,120,24.9,1.4,312,0,6
1,643205,4827962,08,2,120,25,2,309,0.12,6.3
1,643455,4828912,08,3,100,16.6,1,351,0,10.2
0,643205,4827962,08,1,75,23.7,2,448,0.18,7.8
1,643505,4829362,08,2,90,21.5,2,380,0.44,8.1
1,643405,4830062,08,3,75,20,1,356,0.12,6.9
0,643405,4829662,08,3,NA,NA,0.2,NA,NA,NA
0,643405,4828762,08,2,200,26.8,2,362,0,9.7
1,640455,4829062,08,2,100,26,1,488,0,5.5
0,641005,4828412,08,2,60,23.1,1.5,438,0.13,8.1
1,639555,4830062,08,2,75,25.2,0.9,397,0.09,6.1
1,640655,4829012,08,2,120,27.5,1.5,398,0.13,10.5
1,641005,4828362,08,3,110,20.2,1.5,470,0.44,7
0,641155,4828162,08,2,37,22.3,1.5,420,0.19,6.7
1,640705,4828912,08,2,42,22.3,1.3,427,0.05,7.3
1,640905,4828562,08,3,80,23.4,1.4,443,0.27,6.6
1,640655,4829012,08,3,35,19.3,0.8,372,0.06,5.5
1,639555,4829962,08,3,110,22.8,1.1,451,0,8.3
1,639605,4830262,08,3,87,16,2,449,0.12,11.9
1,641105,4828262,08,3,77,11.4,1.8,405,0.05,12.7
1,640905,4828562,08,3,93,17.1,1,479,0.19,6.2
1,639605,4830412,08,2,65,21.2,2,408,0.36,7.8
0,641005,4828512,08,1,85,25.7,1.4,467,0.36,8.1
1,641055,4828312,08,3,115,19.6,1.8,384,0.03,7.1
0,641005,4828462,08,2,105,24.3,1.4,368,0.19,8.5
1,639555,4829911,08,3,80,18.7,1,434,0.03,8
1,640255,4829112,08,2,84,20.3,1,392,0.18,7.3
1,641255,4827962,08,1,60,23.8,1,413,0.24,6.3
1,641555,4827912,08,2,9,23.1,1.5,400,0,4.8
1,639555,4830012,08,1,90,24,1,478,0.02,7.6
1,639555,4831062,08,2,55,22.7,1.9,350,0.09,10.7
1,639555,4831162,08,2,65,24.4,1.2,369,0.13,5.2
1,639555,4831062,08,2,65,24.4,1.5,369,0.13,5.2
1,641255,4834612,08,1,75,23.8,0.9,411,0.11,7
1,641605,4834412,08,2,90,23.6,1,379,0.33,6.7
1,641205,4835262,08,2,60,24.1,0.6,503,0.31,9.7
1,641105,4834462,08,1,65,25,1,525,0.21,10.1
1,641555,4834312,08,1,40,23.9,1,501,0.2,7.3
1,641155,4835062,08,1,100,23.2,1,432,0.12,6.8
0,641205,4835212,08,3,NA,NA,0.2,NA,NA,NA
1,641655,4834312,08,3,88,19.3,1.4,393,0.26,9.6
0,641605,4834361,08,2,75,23.5,1,444,0.23,12.6
0,641255,4835412,08,1,100,24.8,1,412,0.01,5.7
1,641805,4834112,08,1,120,25.7,1.5,409,0.26,6.6
1,641755,4834212,08,2,85,23.4,1.8,375,0.33,6.4
0,641205,4835212,08,2,NA,NA,0.2,NA,NA,NA
1,643655,4839812,08,2,87,24.7,1.3,401,0.27,4.9
1,640605,4836462,08,2,125,26.1,1.3,336,0,12
1,640955,4836362,08,3,95,12.1,1.1,394,0,11.1
1,643705,4839962,08,3,85,16.1,2,276,0.45,6.6
1,643555,4839562,08,3,105,20.7,1.5,460,0.11,4.7
1,643405,4838212,08,3,82,21.3,1.4,421,0,9.2
1,643755,4840112,08,3,145,20.9,2,387,0.11,5.8
0,642555,4837012,08,2,120,24,1.2,456,0,9.7
0,641055,4839912,08,2,NA,NA,0.2,NA,NA,NA
1,643505,4839062,08,2,100,20.8,1.4,336,0.11,3.6
1,642555,4837012,08,2,110,23.8,1.6,423,0.23,6.3
1,641155,4839362,08,2,80,20.7,1,361,0.06,5.6
1,642505,4836912,08,1,170,24.4,1.7,358,0,7.5
1,643605,4839662,08,2,150,21.9,1.5,438,0,1.2
1,643505,4839362,08,1,118,23.3,2.05,356,0.17,4.2
1,643355,4839062,08,1,105,23.5,1.3,357,0,4.4
1,643455,4838462,08,1,79,26.9,1.4,449,0.09,8.6
1,640705,4836462,08,3,40,14.3,1.3,387,0.09,6.5
1,643605,4839612,08,1,110,30.5,1.5,348,0.3,6.3
0,642555,4837062,08,1,120,31.2,1.3,346,0,5.7
1,641005,4839262,08,2,35,23.4,1.2,422,0.07,7.8
1,643455,4838612,08,1,80,25.4,0.8,409,0,11.8
1,641055,4839262,08,3,135,16.2,2,347,0.02,7.3
1,643605,4839612,08,2,80,18.7,1.2,372,0.09,3.2
1,643505,4839361,08,1,60,21.9,1.4,340,0.22,7.7
1,643555,4839461,08,2,80,22.3,1,442,0.16,6.8
1,640505,4836612,08,1,50,23.7,1,383,0.13,6.1
1,643455,4839062,08,1,85,25,1,288,0.07,4.6
1,643755,4840162,08,3,71,14.4,2,302,0.53,5.4
1,641105,4839812,08,2,75,26.2,0.8,452,0.11,6
1,643455,4838462,08,3,180,19.4,1.8,378,0.12,6
1,640405,4836612,08,2,80,21.8,0.8,362,0,14.8
1,643655,4839912,08,3,85,16.1,2,276,0.47,6.6
1,643305,4839012,08,3,105,18,1.2,422,0,3.9
1,643655,4839912,08,3,98,17.7,1.4,422,0.05,3.5
1,642605,4837112,08,2,130,26.7,2,398,0.07,5.5
1,638905,4837461,08,2,65,24.1,2,448,0,15.3
1,639105,4850312,08,3,70,11.8,0.7,422,0,13.3
1,639255,4850562,08,1,70,21.2,1,469,0,11.2
1,638955,4850162,08,2,70,21.7,1,327,0,8.9
1,638955,4850162,08,1,130,27.1,1.3,458,0,5.2
1,639005,4850212,08,3,70,18,0.7,390,0,12
0,638755,4850062,08,1,65,24.1,0.9,365,0,3.7
1,638755,4850062,08,1,70,23.1,0.9,394,0,9.5
1,639205,4850362,08,2,50,21.8,1,439,0,7
1,642955,4834012,08,2,100,25.2,1,333,0.13,3.9
1,642855,4834612,08,1,100,25.1,1,370,0,7
1,643455,4832712,08,2,143,21.1,1.4,459,0.17,7.1
1,642855,4834512,08,1,200,24.8,2,398,0,8.2
1,642905,4833712,08,3,175,22.6,1.8,425,0.06,6.5
0,642955,4834062,08,1,180,30.8,1.8,345,0,5.7
1,642855,4834462,08,1,112,23.8,2,352,0.08,6
1,642905,4833712,08,1,120,25.7,1.2,393,0.05,8.6
0,642905,4833712,08,2,NA,NA,0.2,NA,NA,NA
1,643005,4833812,08,2,60,22,0.6,455,0.03,6.5
1,642905,4834261,08,3,180,20.2,1.8,417,0,10.8
0,643455,4832861,08,2,NA,NA,0.2,NA,NA,NA
1,642955,4833761,08,2,120,22.4,0.8,428,0,10.4
1,642955,4835162,08,3,150,24.7,1.5,346,0.09,7.6
1,642955,4835162,08,3,200,20.2,2,375,0,8.6
1,643455,4832562,08,3,100,16.5,1,390,0.06,9.4
0,643455,4832812,08,3,NA,NA,0.2,NA,NA,NA
1,643455,4832562,08,3,100,14.1,1,500,0.02,9
1,642955,4835062,08,3,85,16.7,0.9,304,0,9.9
1,641655,4845012,08,1,80,23.3,1.1,348,0.07,6.2
0,641955,4845862,08,3,NA,NA,0.2,NA,NA,NA
0,641655,4845012,08,1,NA,NA,0.2,NA,NA,NA
1,641955,4849062,08,3,65,18.2,0.8,378,0,8.9
1,641955,4849112,08,1,108,25,1.2,406,0,8.5
0,641905,4849062,08,2,NA,NA,0.2,NA,NA,NA
0,641955,4849012,08,2,NA,NA,0.2,NA,NA,NA
0,641955,4847212,08,3,NA,NA,0.2,NA,NA,NA
1,641755,4847212,08,1,90,25.8,1.3,365,0.37,7.8
1,643005,4846412,08,1,68,25.9,0.8,410,0,6.9
1,643055,4846462,08,3,110,16.6,1.1,274,0.02,5.9
1,639405,4848962,08,3,130,10.4,1.3,385,0,10.4
1,640505,4847512,08,1,155,26.4,1.5,435,0,8.5
1,640805,4848262,08,3,65,18.5,1.6,390,0,4
1,640755,4848112,08,2,130,25.2,1.4,359,0,2.5
1,642055,4847862,08,1,95,22.9,1,321,0,7.3
1,638605,4858012,08,1,50,23.4,1.8,163,0,8.6
1,638605,4858012,08,3,110,20.4,1.8,380,0,8.7
